221.705882353,222.135294118,222.129411765,221.035294118,221.776470588,222.414705882,222.594117647,221.752941176,221.635294118,222.291176471,222.532352941,221.755882353,221.344117647,222.194117647,222.394117647,221.729411765,
214.467924528,214.711949686,214.794968553,213.998742138,214.431446541,214.779874214,214.967295597,214.483018868,214.318238994,214.65408805,214.924528302,214.606289308,214.166037736,214.520754717,214.611320755,214.369811321,
209.216964286,209.526785714,209.609821429,209.583928571,209.351785714,209.727678571,209.774107143,209.770535714,209.327678571,209.630357143,209.715178571,209.6875,209.144642857,209.426785714,209.554464286,209.394642857,
204.206001622,204.641524736,204.721816707,204.485806975,204.274128143,204.827250608,204.98621249,204.791565288,204.267639903,204.837793998,205.01135442,204.729115977,204.124898621,204.742903487,204.909975669,204.361719384,
198.839069767,199.095813953,199.24,198.509767442,198.962790698,199.608372093,199.59627907,198.850232558,199.077209302,199.506046512,199.553488372,198.83255814,199.246511628,199.186046512,199.233488372,198.538604651,
192.461538462,193.466063348,193.87254902,194.271493213,192.497737557,193.799396682,194.240573152,194.622926094,192.79638009,193.97586727,194.222473605,194.672699849,192.707390649,193.622171946,193.898944193,194.298642534,
190.655644242,189.54732041,189.122006842,187.263397948,190.020524515,189.28050171,188.474344356,186.456100342,189.651083238,188.271379704,187.749144812,185.662485747,188.282782212,187.274800456,186.467502851,184.489167617,
176.797082228,180.303713528,182.132625995,185.00397878,178.082228117,182.49734748,184.169761273,186.683023873,179.091511936,182.920424403,184.49734748,186.892572944,181.026525199,184.26127321,185.205570292,187.200265252,
193.547619048,194.273809524,194.75,175.261904762,194.55952381,192.738095238,184.05952381,149.011904762,197.75,187.19047619,164.595238095,114.19047619,184.833333333,164.357142857,127.345238095,89.6904761905,
178.346899225,178.101421189,177.804263566,176.934108527,178.260335917,177.824289406,177.504521964,176.629198966,178.105943152,177.550387597,177.34496124,176.301033592,177.797803618,177.111111111,176.843669251,175.901808786,
133.725,171.975,189.825,199.5625,129.3375,169.025,190.0,198.8125,127.0,164.8125,188.2,198.45,128.0875,162.0375,183.6875,196.2625,
171.173964497,171.688757396,172.376331361,172.473372781,170.881065089,171.903550296,172.384615385,172.64852071,171.040828402,171.875147929,172.28816568,172.63964497,171.178106509,171.936686391,172.250295858,172.611242604,
166.78969697,166.396363636,166.456363636,165.462424242,166.557575758,166.378787879,166.043636364,165.227878788,166.423030303,166.14969697,166.140606061,165.161818182,165.976969697,165.894545455,165.863030303,165.003636364,
186.741573034,164.112359551,136.303370787,103.91011236,201.393258427,186.157303371,161.325842697,126.449438202,205.988764045,196.696629213,179.415730337,147.179775281,208.078651685,203.078651685,192.786516854,169.393258427,
159.728437654,160.496303598,160.967964515,161.666830951,159.532774766,160.657959586,160.977328733,161.743716116,159.418432725,160.598817151,160.869886644,161.552488911,159.495810744,160.64760966,160.757516018,161.535239034,
118.488372093,128.92248062,138.519379845,155.868217054,132.697674419,150.147286822,158.480620155,171.310077519,146.937984496,164.356589147,171.302325581,179.279069767,165.449612403,179.992248062,181.84496124,186.0,
157.084447841,156.399694306,156.224302637,155.299579671,156.856324035,156.358425678,156.176155904,155.218188766,156.886129156,156.38058846,156.097821934,155.141383263,156.661062285,156.18035919,155.981658387,155.004203286,
151.663984674,151.725287356,151.865517241,152.111877395,151.39348659,151.844444444,151.843678161,152.197318008,151.481992337,151.781609195,151.903448276,152.052490421,151.360536398,151.727586207,151.697701149,151.975478927,
131.603603604,141.585585586,148.018018018,156.846846847,131.219219219,142.891891892,148.765765766,158.255255255,130.636636637,142.543543544,149.129129129,157.540540541,130.447447447,142.891891892,148.039039039,157.285285285,
147.172970843,146.829787234,146.844759653,146.314420804,146.99251379,146.921591805,146.790780142,146.260047281,147.200157604,146.994483846,146.874310481,146.394405043,147.117809299,146.972419228,146.769503546,146.349093775,
142.693752396,142.231506324,142.349559218,141.964737447,142.383288616,142.103871215,142.168263703,141.712533538,142.464545803,142.072824837,142.080873898,141.593714067,142.217707934,141.795707167,141.698735148,141.247604446,
137.006708595,136.994968553,137.014675052,136.6721174,137.023060797,137.529140461,137.373165618,137.093081761,137.283438155,137.539622642,137.494339623,137.147589099,137.370230608,137.544654088,137.425995807,137.229350105,
169.102803738,161.154205607,150.752336449,131.96728972,164.023364486,151.182242991,136.308411215,117.738317757,155.878504673,138.38317757,122.579439252,104.065420561,139.046728972,120.224299065,108.08411215,94.9719626168,
131.734693878,131.524187453,131.483749055,131.213907785,131.552532124,131.477702192,131.388888889,131.342025699,131.375661376,131.486394558,131.512471655,131.368102797,131.139833711,131.338624339,131.092970522,131.185563114,
102.73364486,116.651869159,124.289719626,133.35046729,106.801401869,120.46728972,128.112149533,137.205607477,110.313084112,123.796728972,130.544392523,139.588785047,114.988317757,127.841121495,132.686915888,139.943925234,
125.930272696,126.099068001,126.392474974,126.500862962,125.710390059,126.172592337,126.28581291,126.406282361,125.84639282,126.161546427,126.244735934,126.341387642,125.680013807,126.013462202,126.098722817,126.219192268,
124.201863354,121.982401656,121.038302277,118.447722567,123.345755694,121.42805383,120.304347826,117.992753623,123.352484472,121.247929607,120.345755694,117.704968944,122.263975155,120.466873706,119.748964803,117.270186335,
112.808635394,113.898720682,114.704690832,116.392857143,112.827292111,114.778784648,115.446162047,117.224413646,113.046908316,114.882196162,115.960021322,117.651385928,113.527185501,115.619402985,116.580490405,118.270255864,
82.0348837209,94.1627906977,116.720930233,148.302325581,87.7674418605,106.906976744,131.220930233,167.872093023,93.9418604651,120.779069767,141.337209302,176.127906977,108.790697674,136.965116279,157.069767442,182.569767442,
70.4748427673,88.4968553459,107.911949686,127.380503145,69.606918239,90.2830188679,110.43081761,130.761006289,71.427672956,92.6981132075,113.622641509,131.899371069,76.3993710692,96.4559748428,114.641509434,130.79245283,
113.642720915,111.879211697,111.33439288,109.509853783,111.910362365,110.671328671,109.469167196,107.783852511,111.279084552,109.622377622,108.625556262,107.205340114,109.741894469,108.107438017,106.907819453,105.821360458,
102.05211025,102.477174849,103.288544358,104.152024117,101.991817399,103.149440138,103.732988803,104.750215332,102.214470284,103.531007752,103.947028424,105.110680448,102.788975022,103.87037037,104.367355728,105.430663221,
98.3803615739,97.5547678128,97.6508330379,97.4416873449,97.7773839064,97.4693371145,97.3690180787,97.2328961361,97.8021978022,97.5714285714,97.6543778802,97.3601559731,97.7897908543,97.58808933,97.4767812832,97.2928039702,
91.0352601156,89.7855491329,89.7312138728,88.6306358382,90.974566474,89.9751445087,89.7757225434,88.3878612717,91.2768786127,90.0612716763,89.6861271676,88.5271676301,91.6450867052,90.2803468208,89.8289017341,88.7843930636,
115.205240175,96.4279475983,83.7860262009,67.2620087336,122.008733624,104.820960699,90.3930131004,69.5109170306,131.030567686,112.72489083,96.0436681223,73.1266375546,136.170305677,120.388646288,104.065502183,80.768558952,
142.349137931,130.36637931,112.418103448,89.4137931034,129.24137931,111.823275862,91.5732758621,73.7844827586,115.146551724,93.349137931,77.9353448276,65.0689655172,95.3663793103,76.1810344828,65.25,57.25,
77.9814814815,86.6255144033,92.512345679,100.613168724,74.4362139918,84.5288065844,91.0102880658,100.872427984,73.8827160494,83.2037037037,90.0781893004,101.016460905,74.195473251,82.2530864198,88.3559670782,98.7386831276,
80.5991189427,79.6419131529,79.7514159849,79.0119572058,80.6387665198,80.3845185651,80.2813089994,79.3190685966,80.7243549402,80.6217747011,80.6154814349,79.796098175,81.1038388924,81.2888609188,81.3536815607,80.4430459408,
0.583333333333,0.458333333333,156.541666667,155.666666667,0.166666666667,0.3125,156.041666667,155.833333333,0.3125,0.458333333333,155.75,155.583333333,0.25,0.375,155.291666667,155.104166667,
0.58865248227,0.432624113475,94.609929078,94.1205673759,0.368794326241,0.460992907801,94.4468085106,94.2695035461,0.524822695035,0.432624113475,95.5673758865,95.524822695,0.304964539007,0.503546099291,95.2695035461,95.2695035461,
204.01754386,203.157894737,4.91228070175,2.26315789474,204.192982456,202.122807018,3.21052631579,2.56140350877,204.087719298,200.473684211,3.01754385965,2.24561403509,203.719298246,198.403508772,2.35087719298,2.35087719298,
151.711111111,116.266666667,95.1555555556,74.8222222222,170.266666667,137.488888889,109.066666667,82.0666666667,183.555555556,157.2,124.744444444,92.0777777778,191.222222222,175.333333333,145.566666667,107.477777778,
155.233766234,154.61038961,0.311688311688,0.285714285714,154.727272727,154.922077922,0.298701298701,0.194805194805,155.116883117,154.935064935,0.402597402597,0.311688311688,155.363636364,155.116883117,0.272727272727,0.363636363636,
136.80952381,138.142857143,0.238095238095,0.428571428571,137.523809524,137.238095238,0.571428571429,0.52380952381,137.333333333,136.238095238,0.666666666667,0.190476190476,136.571428571,135.857142857,0.285714285714,0.619047619048,
0.222222222222,0.222222222222,0.111111111111,0.222222222222,0.222222222222,0.444444444444,0.666666666667,0.666666666667,210.888888889,209.444444444,208.444444444,208.111111111,211.0,211.222222222,209.555555556,209.444444444,
0.444444444444,0.460317460317,0.301587301587,0.444444444444,0.333333333333,0.253968253968,0.269841269841,0.253968253968,156.714285714,157.031746032,157.0,157.26984127,155.873015873,156.063492063,156.222222222,156.555555556,
0.474820143885,0.237410071942,0.31654676259,0.395683453237,0.446043165468,0.330935251799,0.381294964029,0.309352517986,128.676258993,128.863309353,128.992805755,128.611510791,128.827338129,128.776978417,128.661870504,128.417266187,
0.564102564103,0.333333333333,0.410256410256,0.358974358974,0.487179487179,0.179487179487,0.333333333333,0.487179487179,107.025641026,107.692307692,107.512820513,107.461538462,106.512820513,107.205128205,106.692307692,107.282051282,
71.9648307896,71.9210351692,72.7405441274,72.4459190445,70.4724618447,71.3769077638,72.0325149303,71.7664233577,70.9203715992,70.9754479098,71.5746516257,71.2163238222,70.6264100863,70.9276708693,71.3490378235,71.2667551427,
100.73347548,76.6993603412,63.4434968017,53.2537313433,99.132196162,75.7014925373,60.4413646055,51.6204690832,96.7121535181,73.21108742,60.4392324094,50.60554371,94.5373134328,73.2174840085,61.6524520256,51.8251599147,
49.5792880259,58.2815533981,72.0388349515,93.0970873786,49.2297734628,59.7572815534,75.6148867314,99.7184466019,50.6763754045,61.7346278317,77.3236245955,102.757281553,54.8187702265,67.8834951456,84.1165048544,107.278317152,
52.860061287,57.0725229826,61.013278856,69.4330949949,52.0929519918,56.9458631256,61.0153217569,70.6322778345,52.8406537283,57.8018386108,61.671092952,70.8764044944,53.5536261491,59.3135852911,63.2962206333,71.9611848825,
67.7329105004,61.7202255109,60.1198026779,56.4608879493,65.5898520085,60.5856236786,59.0584918957,55.6328400282,65.162085976,59.8921775899,58.5961945032,55.1374207188,64.652572234,59.9527836505,58.3854827343,55.2804792107,
53.0531604538,52.4855753647,52.880713128,53.4482982172,52.4356564019,52.5481361426,52.6460291734,53.0353322528,52.7585089141,52.510534846,52.7870340357,53.128363047,53.0437601297,52.8923824959,52.8123176661,53.2434359806,
48.0703448276,46.4231724138,46.7009655172,46.9655172414,47.0350344828,46.1969655172,46.2697931034,46.7227586207,47.0606896552,46.1928275862,46.2932413793,46.9133793103,47.3172413793,46.3908965517,46.5765517241,47.336,
41.2229965157,40.0110336818,40.0365853659,40.5772357724,40.0052264808,39.5429732869,39.2833914053,40.3571428571,40.2828106852,39.4843205575,39.5394889663,40.3228803717,40.3734030197,39.8292682927,40.0267131243,41.0905923345,
186.976744186,186.953488372,185.627906977,185.302325581,187.23255814,187.279069767,186.139534884,185.534883721,0.302325581395,0.232558139535,0.302325581395,0.232558139535,0.279069767442,0.232558139535,0.232558139535,0.302325581395,
133.386138614,133.732673267,133.554455446,132.920792079,132.97029703,133.415841584,133.544554455,133.297029703,0.425742574257,0.415841584158,0.405940594059,0.475247524752,0.39603960396,0.356435643564,0.287128712871,0.425742574257,
93.7547169811,92.5283018868,92.8679245283,94.0,89.3773584906,90.4528301887,89.0188679245,90.1132075472,2.54716981132,2.39622641509,2.15094339623,2.16981132075,1.88679245283,2.09433962264,1.90566037736,1.81132075472,
55.2363636364,54.0909090909,55.3636363636,56.8181818182,56.1636363636,53.9454545455,57.5454545455,57.4363636364,0.927272727273,0.981818181818,1.10909090909,0.963636363636,0.509090909091,0.745454545455,0.709090909091,0.454545454545,
89.1666666667,89.9761904762,0.809523809524,0.309523809524,88.1666666667,89.2380952381,0.619047619048,0.404761904762,92.4047619048,92.4761904762,0.619047619048,0.47619047619,90.9047619048,91.2380952381,0.547619047619,0.285714285714,
51.5689655172,50.3620689655,0.534482758621,0.48275862069,50.9137931034,50.0172413793,0.51724137931,0.465517241379,49.8448275862,50.1379310345,0.51724137931,0.603448275862,50.2068965517,50.8620689655,0.586206896552,0.396551724138,
0.730158730159,0.31746031746,48.4761904762,48.2380952381,0.555555555556,0.507936507937,48.0476190476,49.2380952381,0.412698412698,0.619047619048,46.9206349206,48.380952381,0.47619047619,0.52380952381,47.4444444444,48.4603174603,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
221.705882353,222.135294118,222.129411765,221.035294118,221.776470588,222.414705882,222.594117647,221.752941176,221.635294118,222.291176471,222.532352941,221.755882353,221.344117647,222.194117647,222.394117647,221.729411765,
214.467924528,214.711949686,214.794968553,213.998742138,214.431446541,214.779874214,214.967295597,214.483018868,214.318238994,214.65408805,214.924528302,214.606289308,214.166037736,214.520754717,214.611320755,214.369811321,
