222.894348894,222.71007371,222.818181818,222.877968878,
216.098268398,215.917748918,216.057575758,215.945887446,
211.367474803,211.4336693,211.353309725,211.461454645,
207.212533398,207.336652903,207.316978382,207.425066796,
203.517315436,203.350604027,203.360268456,203.057718121,
198.909454442,198.891459583,199.12910597,199.179377321,
194.612385321,195.024311927,194.391055046,194.605963303,
189.910858995,189.790383576,190.302539168,190.099135602,
184.304913765,185.227139603,184.030914416,185.306215425,
191.59223301,169.582524272,183.687378641,158.180582524,
178.817118803,179.197614593,179.457202993,179.733863424,
174.539249739,174.907085794,174.466481417,174.897360195,
170.006916636,170.00782672,169.920640699,170.052966873,
160.071146245,120.335968379,180.498023715,148.739130435,
146.089156627,178.602409639,160.34939759,190.081927711,
164.92339137,164.766994701,164.700984103,164.659500378,
159.807502218,160.102014954,159.817767076,160.220757825,
156.351097804,155.509281437,155.983033932,155.28003992,
151.234047351,152.622886133,151.269898534,152.758173619,
122.609756098,156.483739837,130.603658537,165.077235772,
149.372987829,147.290145269,148.909043319,146.889935872,
143.499941225,145.429058422,143.67920536,145.656870812,
141.416338152,140.198532632,141.32413491,140.06022777,
136.096429001,136.865215823,135.834435494,136.804015871,
168.933179724,137.14516129,146.801843318,112.529953917,
132.199669604,130.626651982,131.966079295,130.570044053,
121.714524207,133.416249304,126.149693934,138.493043962,
126.789256595,126.658800959,126.478657074,126.401151079,
135.620581304,117.910447761,124.597014925,107.23880597,
121.499249061,121.343178974,121.448060075,121.578347935,
100.277634961,130.397172237,104.885604113,134.619537275,
82.8027522936,105.105504587,95.7305045872,118.110091743,
114.284365684,117.229049354,114.693772772,117.735839682,
115.341009537,110.541753896,114.74086997,110.24866248,
106.793452022,108.898461074,106.309595655,108.625377188,
109.182947487,94.9531338227,111.400903444,98.0254093732,
101.34501175,101.931958983,100.913907285,101.671437727,
96.3228894691,96.2252890712,96.2895685689,96.3734924779,
135.530864198,75.7736625514,149.152263374,89.1893004115,
117.345945946,95.7040540541,92.05,73.4202702703,
90.127269881,89.9120225423,89.725579211,89.664057608,
73.3370629371,83.0776223776,83.9503496503,94.7503496503,
83.3528080642,82.1176712611,81.4303641226,80.3431392718,
74.2076880015,74.3530509423,74.3743235678,74.6807240157,
93.3811610077,65.8937568456,103.86966046,73.6484118291,
86.0366022099,60.25,77.0214088398,55.6222375691,
79.4185430464,107.945695364,68.6662251656,97.1205298013,
57.2113764045,79.4248595506,58.6917134831,82.3967696629,
65.8567015209,65.3424429658,66.1064638783,65.6200095057,
62.533000263,54.6323954773,61.9426768341,53.9116486984,
54.650129199,61.7405684755,55.1684754522,62.8320413437,
52.9950176206,53.2752460809,52.8229432495,53.2599343784,
51.4290039358,46.2523463518,50.4323342416,45.623524069,
45.3581571474,50.0877248343,45.7963079836,51.0620069423,
43.5589025102,43.2148277875,43.3213076474,43.1769994162,
37.6257197697,37.372840691,37.1468330134,37.4805662188,
3.51515151515,0.348484848485,0.333333333333,0.469696969697,
2.0,0.36690647482,0.338129496403,0.273381294964,
0.238461538462,0.415384615385,2.42307692308,0.153846153846,
0.115183246073,0.162303664921,0.539267015707,1.9057591623,
0.3125,2.4375,0.1625,0.45,
0.295731707317,1.0,0.140243902439,0.246951219512,
0.535135135135,0.0,0.403603603604,0.322522522523,
0.0,0.0,0.0,0.0,
