216.428571429,217.892857143,219.428571429,220.892857143,220.964285714,220.535714286,218.178571429,211.964285714,216.535714286,218.0,219.892857143,220.607142857,220.678571429,220.964285714,219.714285714,215.857142857,216.107142857,217.892857143,219.571428571,220.535714286,220.535714286,221.178571429,219.928571429,218.357142857,216.107142857,217.642857143,219.642857143,220.392857143,221.0,221.214285714,220.785714286,219.178571429,215.142857143,217.178571429,218.75,219.928571429,220.75,221.5,221.357142857,219.892857143,214.142857143,216.0,218.0,219.142857143,219.964285714,221.107142857,221.464285714,220.392857143,213.392857143,215.714285714,216.821428571,218.464285714,219.5,220.357142857,221.214285714,220.464285714,212.535714286,215.035714286,216.214285714,217.857142857,219.178571429,219.5,220.392857143,219.714285714,
211.777777778,212.611111111,213.592592593,214.092592593,214.407407407,213.907407407,213.018518519,210.574074074,211.611111111,212.592592593,213.759259259,214.314814815,214.555555556,214.611111111,214.074074074,212.425925926,211.296296296,212.481481481,213.703703704,214.388888889,214.574074074,214.759259259,214.740740741,213.462962963,211.62962963,212.62962963,213.333333333,214.166666667,214.703703704,214.851851852,214.814814815,213.814814815,211.407407407,212.166666667,213.388888889,214.018518519,214.62962963,214.62962963,214.518518519,213.888888889,211.759259259,212.055555556,213.111111111,213.685185185,214.259259259,214.296296296,214.12962963,213.518518519,211.222222222,212.444444444,212.87037037,213.555555556,214.148148148,214.055555556,213.777777778,213.277777778,211.037037037,212.074074074,212.537037037,213.333333333,213.574074074,213.444444444,213.203703704,212.592592593,
206.333333333,207.231884058,208.173913043,209.15942029,209.68115942,209.608695652,208.927536232,208.869565217,206.52173913,207.739130435,208.47826087,209.710144928,209.739130435,209.507246377,209.637681159,209.376811594,207.202898551,208.15942029,208.739130435,208.985507246,209.579710145,209.565217391,209.797101449,209.84057971,207.086956522,208.0,208.289855072,208.768115942,209.144927536,209.507246377,209.768115942,210.057971014,206.913043478,207.826086957,208.550724638,208.550724638,208.623188406,209.0,209.652173913,209.652173913,206.956521739,207.507246377,208.231884058,208.507246377,208.913043478,209.536231884,209.507246377,209.652173913,206.971014493,207.47826087,207.927536232,208.47826087,209.260869565,209.260869565,209.463768116,209.550724638,206.463768116,207.246376812,207.782608696,208.565217391,209.028985507,208.826086957,208.884057971,209.304347826,
200.439393939,200.696969697,201.060606061,202.090909091,202.696969697,203.0,203.333333333,202.772727273,199.696969697,200.606060606,201.272727273,202.287878788,203.227272727,203.409090909,204.060606061,204.621212121,199.106060606,200.575757576,201.393939394,202.454545455,203.757575758,203.772727273,204.606060606,204.954545455,199.409090909,200.893939394,202.196969697,202.848484848,203.863636364,204.560606061,205.227272727,205.363636364,199.727272727,201.212121212,202.378787879,203.136363636,204.272727273,204.954545455,205.454545455,205.136363636,200.015151515,201.621212121,202.681818182,203.893939394,204.46969697,204.909090909,204.848484848,205.0,200.272727273,201.318181818,202.242424242,203.227272727,203.575757576,204.348484848,204.984848485,205.045454545,200.333333333,201.287878788,202.196969697,202.378787879,203.015151515,204.060606061,205.075757576,205.166666667,
207.125,211.875,212.25,209.875,204.083333333,197.875,188.583333333,180.875,208.125,213.916666667,213.708333333,210.458333333,206.416666667,201.708333333,194.041666667,183.041666667,209.75,214.333333333,213.5,210.583333333,207.625,205.083333333,197.291666667,183.25,210.416666667,213.958333333,212.833333333,210.833333333,208.458333333,205.25,198.791666667,184.583333333,210.958333333,213.458333333,211.666666667,210.333333333,209.125,203.458333333,196.791666667,185.25,210.583333333,213.083333333,212.416666667,210.416666667,207.166666667,200.208333333,193.375,181.25,208.666666667,212.416666667,211.875,209.375,203.416666667,197.291666667,186.916666667,171.125,206.291666667,209.833333333,209.416666667,204.916666667,197.458333333,189.708333333,175.208333333,160.458333333,
203.388888889,202.722222222,201.722222222,196.277777778,188.611111111,178.111111111,166.722222222,153.444444444,205.166666667,203.944444444,200.444444444,195.611111111,191.555555556,181.888888889,167.0,149.833333333,206.0,203.277777778,199.444444444,197.333333333,191.666666667,183.0,166.611111111,153.555555556,205.0,202.666666667,201.0,198.277777778,193.055555556,182.611111111,169.944444444,158.222222222,203.666666667,204.055555556,202.388888889,198.888888889,192.611111111,181.722222222,171.055555556,161.833333333,205.055555556,205.444444444,202.555555556,198.555555556,192.888888889,183.111111111,173.611111111,160.833333333,207.055555556,204.666666667,201.611111111,197.055555556,192.333333333,183.722222222,171.5,159.055555556,205.666666667,202.166666667,200.611111111,197.777777778,189.833333333,180.722222222,173.333333333,161.666666667,
191.563380282,193.929577465,195.450704225,196.492957746,197.197183099,198.267605634,198.366197183,198.211267606,193.042253521,195.887323944,197.253521127,197.366197183,197.478873239,198.154929577,198.070422535,198.014084507,194.084507042,196.464788732,197.521126761,198.225352113,198.422535211,198.563380282,198.295774648,198.23943662,194.084507042,196.098591549,197.408450704,198.338028169,198.323943662,198.169014085,198.971830986,198.802816901,193.591549296,196.85915493,197.746478873,198.028169014,197.661971831,197.943661972,198.338028169,198.197183099,194.281690141,196.774647887,197.633802817,197.056338028,197.225352113,197.845070423,198.577464789,198.422535211,194.309859155,196.0,196.323943662,196.661971831,197.394366197,198.338028169,198.591549296,198.183098592,194.633802817,195.169014085,196.253521127,197.394366197,197.661971831,197.661971831,197.535211268,197.563380282,
188.166666667,189.95,192.383333333,193.566666667,194.716666667,195.183333333,194.683333333,194.8,189.166666667,190.816666667,192.6,193.5,193.783333333,194.283333333,194.65,194.85,189.283333333,191.0,192.533333333,192.583333333,192.75,193.283333333,193.75,194.316666667,189.066666667,189.85,191.466666667,191.75,191.766666667,192.6,193.7,194.483333333,187.616666667,189.0,189.1,190.5,191.45,192.216666667,193.95,194.2,186.583333333,187.416666667,187.2,188.733333333,191.116666667,192.416666667,194.116666667,193.966666667,186.133333333,186.366666667,186.95,189.083333333,191.383333333,193.15,193.566666667,192.616666667,185.116666667,186.833333333,189.0,190.966666667,191.7,192.533333333,192.016666667,190.933333333,
182.5,183.477777778,183.922222222,184.911111111,184.933333333,185.0,185.533333333,185.0,182.466666667,183.277777778,183.477777778,184.888888889,185.488888889,185.766666667,185.311111111,185.666666667,182.288888889,183.166666667,183.788888889,184.4,185.366666667,185.611111111,186.044444444,185.5,182.266666667,182.811111111,183.3,184.133333333,185.911111111,186.833333333,185.822222222,185.1,181.611111111,182.611111111,183.611111111,184.466666667,185.788888889,186.066666667,185.433333333,184.577777778,181.377777778,182.255555556,183.611111111,184.144444444,184.722222222,184.266666667,184.977777778,184.588888889,181.855555556,182.466666667,182.9,183.122222222,183.688888889,184.366666667,184.211111111,184.077777778,181.477777778,182.588888889,182.366666667,182.822222222,183.377777778,184.122222222,184.088888889,183.066666667,
175.766990291,176.844660194,178.126213592,179.388349515,180.106796117,180.203883495,180.524271845,180.27184466,176.13592233,177.427184466,178.475728155,178.873786408,180.242718447,180.834951456,180.72815534,180.0,176.951456311,177.912621359,178.504854369,179.106796117,179.951456311,180.203883495,180.32038835,179.427184466,177.0,177.718446602,179.038834951,179.747572816,179.59223301,180.067961165,180.009708738,180.077669903,176.45631068,177.339805825,178.349514563,179.495145631,179.893203883,180.145631068,180.747572816,180.398058252,176.155339806,176.854368932,177.941747573,178.961165049,180.233009709,180.611650485,180.766990291,180.72815534,175.834951456,177.087378641,178.757281553,179.106796117,179.699029126,180.669902913,181.242718447,181.029126214,175.796116505,177.145631068,178.54368932,179.601941748,180.281553398,180.854368932,180.970873786,180.466019417,
